rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,train_return_percent,test_return_percent,test_drawdown_percent,test_profit_factor,test_win_rate,test_trade_count,robustness_ratio,score,status
1,ARENA-0036,Original,1.0,7,30,Trend,4.0,10.0,2.1443,8.9048,1.1961,2.3366,44.2623,61,4.1528,53.8352,FINALIST
2,ARENA-0033,Original,1.0,7,20,Trend,4.0,10.0,2.7767,8.7104,1.1961,2.3082,44.2623,61,3.1369,53.2197,FINALIST
3,ARENA-0081,Original,1.2,14,30,Trend,4.0,10.0,2.0239,8.5872,2.1475,2.476,47.9167,48,4.243,53.0156,FINALIST
4,ARENA-0240,RSI,1.2,14,20,Trend,4.0,10.0,3.2935,7.2641,1.7134,2.7255,45.7143,35,2.2056,52.9049,FINALIST
5,ARENA-0807,EMA200+RSI,1.2,14,20,Trend,4.0,10.0,1.2219,7.2641,1.7134,2.7255,45.7143,35,5.9452,52.9049,FINALIST
6,ARENA-0031,Original,1.0,7,20,Balanced,3.0,8.0,2.8116,8.5131,1.1468,2.2874,44.2623,61,3.0279,52.7448,FINALIST
7,ARENA-0034,Original,1.0,7,30,Balanced,3.0,8.0,2.1789,8.5131,1.1468,2.2874,44.2623,61,3.9071,52.7448,FINALIST
8,ARENA-0045,Original,1.0,10,30,Trend,4.0,10.0,2.5682,8.9092,1.7676,2.2754,46.6667,60,3.469,52.5952,FINALIST
9,ARENA-0040,Original,1.0,10,20,Balanced,3.0,8.0,3.2383,8.5316,1.2791,2.233,46.6667,60,2.6346,52.3553,FINALIST
10,ARENA-0043,Original,1.0,10,30,Balanced,3.0,8.0,2.603,8.5316,1.2791,2.233,46.6667,60,3.2776,52.3553,FINALIST
11,ARENA-0079,Original,1.2,14,30,Balanced,3.0,8.0,1.6391,8.0187,1.8024,2.4222,47.9167,48,4.8922,52.0523,FINALIST
12,ARENA-0042,Original,1.0,10,20,Trend,4.0,10.0,3.2034,8.7149,1.7676,2.2486,46.6667,60,2.7206,51.9916,FINALIST
13,ARENA-0078,Original,1.2,14,20,Trend,4.0,10.0,2.8734,8.2607,2.1475,2.4254,47.9167,48,2.8749,51.9583,FINALIST
14,ARENA-0054,Original,1.0,14,30,Trend,4.0,10.0,1.4715,8.6827,1.7676,2.2201,47.541,61,5.9007,51.7869,FINALIST
15,ARENA-0049,Original,1.0,14,20,Balanced,3.0,8.0,1.2881,8.3059,1.2791,2.1781,47.541,61,6.4482,51.552,FINALIST
16,ARENA-0052,Original,1.0,14,30,Balanced,3.0,8.0,1.3272,8.3059,1.2791,2.1781,47.541,61,6.2584,51.552,FINALIST
17,ARENA-0198,RSI,1.0,7,30,Trend,4.0,10.0,0.1373,6.8005,1.2684,2.6081,42.8571,42,49.5358,51.5316,FINALIST
18,ARENA-0153,EMA200,1.2,10,30,Trend,4.0,10.0,0.6303,7.6585,1.7417,2.4204,45.6522,46,12.1497,51.1974,FINALIST
19,ARENA-0051,Original,1.0,14,20,Trend,4.0,10.0,1.2966,8.4888,1.7676,2.1938,47.541,61,6.547,51.1884,FINALIST
20,ARENA-0243,RSI,1.2,14,30,Trend,4.0,10.0,2.4405,6.7891,1.7134,2.6145,45.7143,35,2.7818,51.0668,FINALIST
21,ARENA-0810,EMA200+RSI,1.2,14,30,Trend,4.0,10.0,1.6148,6.7891,1.7134,2.6145,45.7143,35,4.2042,51.0668,FINALIST
22,ARENA-0231,RSI,1.2,10,20,Trend,4.0,10.0,2.198,6.885,1.7134,2.6012,44.4444,36,3.1325,51.0253,FINALIST
23,ARENA-0798,EMA200+RSI,1.2,10,20,Trend,4.0,10.0,0.4479,6.885,1.7134,2.6012,44.4444,36,15.3708,51.0253,FINALIST
24,ARENA-0180,RSI,0.8,10,30,Trend,4.0,10.0,2.3228,7.3823,1.6122,2.4259,45.098,51,3.1782,50.86,FINALIST
25,ARENA-0747,EMA200+RSI,0.8,10,30,Trend,4.0,10.0,1.1998,7.3823,1.6122,2.4259,45.098,51,6.1529,50.86,FINALIST
26,ARENA-0195,RSI,1.0,7,20,Trend,4.0,10.0,0.6544,6.61,1.2684,2.564,42.8571,42,10.1014,50.798,FINALIST
27,ARENA-0072,Original,1.2,10,30,Trend,4.0,10.0,2.8261,8.0972,2.2436,2.3542,44.898,49,2.8652,50.5919,FINALIST
28,ARENA-0241,RSI,1.2,14,30,Balanced,3.0,8.0,1.9004,6.3985,1.3537,2.5291,45.7143,35,3.367,50.232,FINALIST
29,ARENA-0808,EMA200+RSI,1.2,14,30,Balanced,3.0,8.0,0.9268,6.3985,1.3537,2.5291,45.7143,35,6.9041,50.232,FINALIST
30,ARENA-0177,RSI,0.8,10,20,Trend,4.0,10.0,2.4513,7.1906,1.6122,2.3899,45.098,51,2.9334,50.1886,FINALIST
31,ARENA-0744,EMA200+RSI,0.8,10,20,Trend,4.0,10.0,1.3269,7.1906,1.6122,2.3899,45.098,51,5.4191,50.1886,FINALIST
32,ARENA-0189,RSI,0.8,14,30,Trend,4.0,10.0,1.573,7.0889,1.6122,2.3867,47.1698,53,4.5066,50.1666,FINALIST
33,ARENA-0756,EMA200+RSI,0.8,14,30,Trend,4.0,10.0,0.698,7.0889,1.6122,2.3867,47.1698,53,10.1566,50.1666,FINALIST
34,ARENA-0150,EMA200,1.2,10,20,Trend,4.0,10.0,0.2412,7.3348,1.7417,2.366,45.6522,46,30.4143,50.1148,FINALIST
35,ARENA-0168,RSI,0.8,7,20,Trend,4.0,10.0,2.3028,6.7285,1.6122,2.4778,46.0,50,2.9219,50.0581,FINALIST
36,ARENA-0171,RSI,0.8,7,30,Trend,4.0,10.0,2.1744,6.7285,1.6122,2.4778,46.0,50,3.0943,50.0581,FINALIST
37,ARENA-0735,EMA200+RSI,0.8,7,20,Trend,4.0,10.0,1.18,6.7285,1.6122,2.4778,46.0,50,5.702,50.0581,FINALIST
38,ARENA-0738,EMA200+RSI,0.8,7,30,Trend,4.0,10.0,1.0531,6.7285,1.6122,2.4778,46.0,50,6.3893,50.0581,FINALIST
39,ARENA-0080,Original,1.2,14,30,Conservative,2.0,6.0,4.1385,6.7824,1.5779,2.4221,47.9167,48,1.6388,49.9719,FINALIST
40,ARENA-0242,RSI,1.2,14,30,Conservative,2.0,6.0,3.4587,5.494,1.005,2.6293,45.7143,35,1.5884,49.835,FINALIST
41,ARENA-0809,EMA200+RSI,1.2,14,30,Conservative,2.0,6.0,1.7997,5.494,1.005,2.6293,45.7143,35,3.0527,49.835,FINALIST
42,ARENA-0070,Original,1.2,10,30,Balanced,3.0,8.0,2.1355,7.5381,1.8988,2.3,44.898,49,3.5299,49.6429,FINALIST
43,ARENA-0018,Original,0.8,10,30,Trend,4.0,10.0,4.0711,8.5478,2.1045,2.0601,46.5753,73,2.0996,49.5512,FINALIST
44,ARENA-0069,Original,1.2,10,20,Trend,4.0,10.0,3.7886,7.7722,2.2436,2.3052,44.898,49,2.0514,49.5493,FINALIST
45,ARENA-0076,Original,1.2,14,20,Balanced,3.0,8.0,2.4681,7.256,1.8024,2.2937,47.9167,48,2.9399,49.4987,FINALIST
46,ARENA-0186,RSI,0.8,14,20,Trend,4.0,10.0,1.7006,6.8978,1.6122,2.3503,47.1698,53,4.0561,49.4935,FINALIST
47,ARENA-0753,EMA200+RSI,0.8,14,20,Trend,4.0,10.0,0.8245,6.8978,1.6122,2.3503,47.1698,53,8.3665,49.4935,FINALIST
48,ARENA-0047,Original,1.0,14,10,Conservative,2.0,6.0,4.579,7.0062,1.2063,2.212,47.541,61,1.5301,49.3515,FINALIST
49,ARENA-0234,RSI,1.2,10,30,Trend,4.0,10.0,0.7962,6.4117,1.7134,2.4928,44.4444,36,8.0526,49.2115,FINALIST
50,ARENA-0801,EMA200+RSI,1.2,10,30,Trend,4.0,10.0,0.8379,6.4117,1.7134,2.4928,44.4444,36,7.652,49.2115,FINALIST
51,ARENA-0238,RSI,1.2,14,20,Balanced,3.0,8.0,2.7316,6.1227,1.3537,2.4662,45.7143,35,2.2415,49.1777,FINALIST
52,ARENA-0805,EMA200+RSI,1.2,14,20,Balanced,3.0,8.0,0.6712,6.1227,1.3537,2.4662,45.7143,35,9.122,49.1777,FINALIST
53,ARENA-0015,Original,0.8,10,20,Trend,4.0,10.0,4.2018,8.3541,2.1045,2.0369,46.5753,73,1.9882,48.9783,FINALIST
54,ARENA-0027,Original,0.8,14,30,Trend,4.0,10.0,2.971,8.2512,2.1045,2.0332,48.0,75,2.7772,48.8848,FINALIST
55,ARENA-0161,EMA200,1.2,14,30,Conservative,2.0,6.0,0.8603,6.1271,1.3053,2.3874,46.6667,45,7.1219,48.7359,FINALIST
56,ARENA-0022,Original,0.8,14,20,Balanced,3.0,8.0,3.5531,7.8763,1.7034,1.9975,48.0,75,2.2167,48.5515,FINALIST
57,ARENA-0025,Original,0.8,14,30,Balanced,3.0,8.0,3.4232,7.8763,1.7034,1.9975,48.0,75,2.3008,48.5515,FINALIST
58,ARENA-0232,RSI,1.2,10,30,Balanced,3.0,8.0,0.2648,6.0293,1.3537,2.4107,44.4444,36,22.7709,48.4194,FINALIST
59,ARENA-0799,EMA200+RSI,1.2,10,30,Balanced,3.0,8.0,0.1551,6.0293,1.3537,2.4107,44.4444,36,38.8707,48.4194,FINALIST
60,ARENA-0207,RSI,1.0,10,30,Trend,4.0,10.0,0.4142,6.415,1.6097,2.3967,41.4634,41,15.4867,48.3331,FINALIST
61,ARENA-0024,Original,0.8,14,20,Trend,4.0,10.0,3.1004,8.0581,2.1045,2.0098,48.0,75,2.5991,48.3117,FINALIST
62,ARENA-0013,Original,0.8,10,20,Balanced,3.0,8.0,4.6595,7.8521,1.7034,1.9867,46.5753,73,1.6852,48.2745,FINALIST
63,ARENA-0016,Original,0.8,10,30,Balanced,3.0,8.0,4.5282,7.8521,1.7034,1.9867,46.5753,73,1.7341,48.2745,FINALIST
64,ARENA-0122,EMA200,1.0,10,20,Conservative,2.0,6.0,1.7507,6.434,1.1341,2.2221,45.614,57,3.675,48.2213,FINALIST
65,ARENA-0125,EMA200,1.0,10,30,Conservative,2.0,6.0,1.4662,6.434,1.1341,2.2221,45.614,57,4.3882,48.2213,FINALIST
66,ARENA-0050,Original,1.0,14,20,Conservative,2.0,6.0,4.9228,6.9298,1.2063,2.203,47.541,61,1.4077,48.2032,FINALIST
67,ARENA-0006,Original,0.8,7,20,Trend,4.0,10.0,4.1227,7.8439,2.1045,2.057,47.2222,72,1.9026,48.1831,FINALIST
68,ARENA-0009,Original,0.8,7,30,Trend,4.0,10.0,3.9921,7.8439,2.1045,2.057,47.2222,72,1.9649,48.1831,FINALIST
69,ARENA-0053,Original,1.0,14,30,Conservative,2.0,6.0,5.0057,6.9298,1.2063,2.203,47.541,61,1.3844,47.9702,FINALIST
70,ARENA-0044,Original,1.0,10,30,Conservative,2.0,6.0,5.5936,7.1527,1.1341,2.2708,46.6667,60,1.2787,47.9411,FINALIST
71,ARENA-0806,EMA200+RSI,1.2,14,20,Conservative,2.0,6.0,1.7194,5.044,1.005,2.5012,45.7143,35,2.9337,47.9102,FINALIST
72,ARENA-0236,RSI,1.2,14,10,Conservative,2.0,6.0,3.1898,5.0255,1.005,2.4933,45.7143,35,1.5755,47.81,FINALIST
73,ARENA-0803,EMA200+RSI,1.2,14,10,Conservative,2.0,6.0,1.8264,5.0255,1.005,2.4933,45.7143,35,2.7517,47.81,FINALIST
74,ARENA-0233,RSI,1.2,10,30,Conservative,2.0,6.0,1.778,5.1279,1.005,2.481,44.4444,36,2.8841,47.7893,FINALIST
75,ARENA-0800,EMA200+RSI,1.2,10,30,Conservative,2.0,6.0,1.0014,5.1279,1.005,2.481,44.4444,36,5.1207,47.7893,FINALIST
76,ARENA-0119,EMA200,1.0,10,10,Conservative,2.0,6.0,1.3943,6.2907,1.1341,2.193,45.614,57,4.5119,47.7019,FINALIST
77,ARENA-0204,RSI,1.0,10,20,Trend,4.0,10.0,0.9327,6.2251,1.6097,2.3564,41.4634,41,6.6741,47.6311,FINALIST
78,ARENA-0023,Original,0.8,14,20,Conservative,2.0,6.0,4.3272,6.9793,1.3114,2.0179,48.0,75,1.6129,47.6066,FINALIST
79,ARENA-0026,Original,0.8,14,30,Conservative,2.0,6.0,4.1964,6.9793,1.3114,2.0179,48.0,75,1.6632,47.6066,FINALIST
80,ARENA-0062,Original,1.2,7,30,Conservative,2.0,6.0,2.3563,6.5332,1.9728,2.3236,43.75,48,2.7726,47.5777,FINALIST
81,ARENA-0038,Original,1.0,10,10,Conservative,2.0,6.0,5.4413,7.0084,1.1341,2.2434,46.6667,60,1.288,47.5261,FINALIST
82,ARENA-0007,Original,0.8,7,30,Balanced,3.0,8.0,5.0947,7.4703,1.7034,2.0193,47.2222,72,1.4663,47.4997,FINALIST
83,ARENA-0071,Original,1.2,10,30,Conservative,2.0,6.0,3.6304,6.3073,1.6745,2.2796,44.898,49,1.7373,47.4109,FINALIST
84,ARENA-0128,EMA200,1.0,14,10,Conservative,2.0,6.0,0.652,6.2886,1.2063,2.1611,46.5517,58,9.6449,47.4101,FINALIST
85,ARENA-0229,RSI,1.2,10,20,Balanced,3.0,8.0,1.642,5.7544,1.3537,2.3493,44.4444,36,3.5045,47.3787,FINALIST
86,ARENA-0041,Original,1.0,10,20,Conservative,2.0,6.0,5.8898,7.1527,1.1341,2.2708,46.6667,60,1.2144,47.2982,FINALIST
87,ARENA-0131,EMA200,1.0,14,20,Conservative,2.0,6.0,0.9088,6.2127,1.2063,2.1513,46.5517,58,6.8364,47.1797,FINALIST
88,ARENA-0134,EMA200,1.0,14,30,Conservative,2.0,6.0,0.9885,6.2127,1.2063,2.1513,46.5517,58,6.2852,47.1797,FINALIST
89,ARENA-0004,Original,0.8,7,20,Balanced,3.0,8.0,5.2267,7.4703,1.7034,2.0193,47.2222,72,1.4293,47.1294,FINALIST
90,ARENA-0067,Original,1.2,10,20,Balanced,3.0,8.0,3.0743,6.7788,1.8988,2.1754,44.898,49,2.205,47.1279,FINALIST
91,ARENA-0152,EMA200,1.2,10,30,Conservative,2.0,6.0,0.4542,5.7588,1.3053,2.2786,45.6522,46,12.6803,47.0271,FINALIST
92,ARENA-0731,EMA200+RSI,0.8,7,10,Conservative,2.0,6.0,2.3633,5.467,1.1379,2.3052,46.0,50,2.3133,46.9843,FINALIST
93,ARENA-0165,RSI,0.8,7,10,Trend,4.0,10.0,3.9054,5.9013,1.6122,2.2995,46.0,50,1.5111,46.9775,FINALIST
94,ARENA-0732,EMA200+RSI,0.8,7,10,Trend,4.0,10.0,2.5717,5.9013,1.6122,2.2995,46.0,50,2.2947,46.9775,FINALIST
95,ARENA-0216,RSI,1.0,14,30,Trend,4.0,10.0,0.2892,6.1882,1.6097,2.2905,40.4762,42,21.3977,46.9308,FINALIST
96,ARENA-0227,RSI,1.2,10,10,Conservative,2.0,6.0,1.9054,4.9235,1.005,2.4227,44.4444,36,2.584,46.9139,FINALIST
97,ARENA-0794,EMA200+RSI,1.2,10,10,Conservative,2.0,6.0,0.5818,4.9235,1.005,2.4227,44.4444,36,8.4631,46.9139,FINALIST
98,ARENA-0063,Original,1.2,7,30,Trend,4.0,10.0,0.9109,7.0257,2.5723,2.235,41.6667,48,7.7129,46.5961,FINALIST
99,ARENA-0158,EMA200,1.2,14,20,Conservative,2.0,6.0,0.7807,5.5138,1.3053,2.2544,46.6667,45,7.0625,46.4454,FINALIST
100,ARENA-0008,Original,0.8,7,30,Conservative,2.0,6.0,5.8009,7.201,1.3114,2.1379,47.2222,72,1.2414,46.3461,FINALIST
101,ARENA-0030,Original,1.0,7,10,Trend,4.0,10.0,2.1852,6.436,1.1418,1.9821,45.9016,61,2.9452,46.3209,FINALIST
102,ARENA-0110,EMA200,1.0,7,10,Conservative,2.0,6.0,1.4697,5.9916,1.1341,2.1026,44.8276,58,4.0767,46.3019,FINALIST
103,ARENA-0113,EMA200,1.0,7,20,Conservative,2.0,6.0,1.579,6.0464,1.1341,2.109,43.1034,58,3.8293,46.2904,FINALIST
104,ARENA-0116,EMA200,1.0,7,30,Conservative,2.0,6.0,1.2949,6.0464,1.1341,2.109,43.1034,58,4.6693,46.2904,FINALIST
105,ARENA-0167,RSI,0.8,7,20,Conservative,2.0,6.0,3.0298,5.2792,1.1379,2.2633,46.0,50,1.7424,46.2733,FINALIST
106,ARENA-0170,RSI,0.8,7,30,Conservative,2.0,6.0,2.9005,5.2792,1.1379,2.2633,46.0,50,1.8201,46.2733,FINALIST
107,ARENA-0734,EMA200+RSI,0.8,7,20,Conservative,2.0,6.0,1.4721,5.2792,1.1379,2.2633,46.0,50,3.5861,46.2733,FINALIST
108,ARENA-0737,EMA200+RSI,0.8,7,30,Conservative,2.0,6.0,1.3448,5.2792,1.1379,2.2633,46.0,50,3.9256,46.2733,FINALIST
109,ARENA-0213,RSI,1.0,14,20,Trend,4.0,10.0,0.014,5.9987,1.6097,2.252,40.4762,42,427.5537,46.2437,FINALIST
110,ARENA-0005,Original,0.8,7,20,Conservative,2.0,6.0,5.9338,7.201,1.3114,2.1379,47.2222,72,1.2136,46.0681,FINALIST
111,ARENA-0099,EMA200,0.8,10,30,Trend,4.0,10.0,1.2198,7.3792,2.0452,1.9245,44.2857,70,6.0495,46.0035,FINALIST
112,ARENA-0230,RSI,1.2,10,20,Conservative,2.0,6.0,2.9586,4.6795,1.005,2.3566,44.4444,36,1.5817,45.8972,FINALIST
113,ARENA-0797,EMA200+RSI,1.2,10,20,Conservative,2.0,6.0,0.9217,4.6795,1.005,2.3566,44.4444,36,5.077,45.8972,FINALIST
114,ARENA-0411,RelativeVolume,0.8,7,20,Trend,4.0,10.0,1.6108,5.1116,1.4241,2.3591,42.8571,35,3.1733,45.8899,FINALIST
115,ARENA-0414,RelativeVolume,0.8,7,30,Trend,4.0,10.0,1.6108,5.1116,1.4241,2.3591,42.8571,35,3.1733,45.8899,FINALIST
116,ARENA-0083,EMA200,0.8,7,10,Conservative,2.0,6.0,3.6618,6.3183,1.3114,2.0057,44.9275,69,1.7255,45.88,FINALIST
117,ARENA-0048,Original,1.0,14,10,Trend,4.0,10.0,0.8562,6.6472,1.563,1.9429,47.541,61,7.7637,45.8564,FINALIST
118,ARENA-0035,Original,1.0,7,30,Conservative,2.0,6.0,5.2482,6.7012,1.1341,2.1526,44.2623,61,1.2769,45.8331,FINALIST
119,ARENA-0073,Original,1.2,14,10,Balanced,3.0,8.0,2.2201,5.8607,1.4296,2.0609,50.0,48,2.6398,45.7069,FINALIST
120,ARENA-0077,Original,1.2,14,20,Conservative,2.0,6.0,4.7667,6.1653,1.5779,2.2988,47.9167,48,1.2934,45.6855,FINALIST
121,ARENA-0029,Original,1.0,7,10,Conservative,2.0,6.0,5.2875,6.646,1.1341,2.1467,45.9016,61,1.2569,45.6404,FINALIST
122,ARENA-0420,RelativeVolume,0.8,10,20,Trend,4.0,10.0,1.1744,5.0091,1.3225,2.3252,42.8571,35,4.2652,45.5909,FINALIST
123,ARENA-0423,RelativeVolume,0.8,10,30,Trend,4.0,10.0,1.1744,5.0091,1.3225,2.3252,42.8571,35,4.2652,45.5909,FINALIST
124,ARENA-0028,Original,1.0,7,10,Balanced,3.0,8.0,2.7355,6.1584,1.1468,1.9455,45.9016,61,2.2513,45.4642,FINALIST
125,ARENA-0096,EMA200,0.8,10,20,Trend,4.0,10.0,1.3469,7.1876,2.0452,1.9012,44.2857,70,5.3362,45.4346,FINALIST
126,ARENA-0046,Original,1.0,14,10,Balanced,3.0,8.0,1.1467,6.3486,1.32,1.908,47.541,61,5.5365,45.4051,FINALIST
127,ARENA-0059,Original,1.2,7,20,Conservative,2.0,6.0,3.0344,5.9175,1.9728,2.2047,43.75,48,1.9501,45.3954,FINALIST
128,ARENA-0108,EMA200,0.8,14,30,Trend,4.0,10.0,0.6665,7.0858,2.0452,1.8964,45.8333,72,10.632,45.3468,FINALIST
129,ARENA-0086,EMA200,0.8,7,20,Conservative,2.0,6.0,2.5262,6.1281,1.3114,1.9777,44.9275,69,2.4258,45.2757,FINALIST
130,ARENA-0089,EMA200,0.8,7,30,Conservative,2.0,6.0,2.3976,6.1281,1.3114,1.9777,44.9275,69,2.5559,45.2757,FINALIST
131,ARENA-0075,Original,1.2,14,10,Trend,4.0,10.0,2.0187,5.9807,1.7759,2.0521,50.0,48,2.9627,45.2705,FINALIST
132,ARENA-0239,RSI,1.2,14,20,Conservative,2.0,6.0,4.0828,5.044,1.005,2.5012,45.7143,35,1.2354,45.2645,FINALIST
133,ARENA-0164,RSI,0.8,7,10,Conservative,2.0,6.0,4.1305,5.467,1.1379,2.3052,46.0,50,1.3236,45.2201,FINALIST
134,ARENA-0237,RSI,1.2,14,10,Trend,4.0,10.0,1.597,5.2651,1.7134,2.2639,45.7143,35,3.2969,45.2145,FINALIST
135,ARENA-0804,EMA200+RSI,1.2,14,10,Trend,4.0,10.0,0.5275,5.2651,1.7134,2.2639,45.7143,35,9.9802,45.2145,FINALIST
136,ARENA-0032,Original,1.0,7,20,Conservative,2.0,6.0,5.5433,6.7012,1.1341,2.1526,44.2623,61,1.2089,45.1532,FINALIST
137,ARENA-0002,Original,0.8,7,10,Conservative,2.0,6.0,7.0075,7.3931,1.3114,2.1656,47.2222,72,1.055,45.089,FINALIST
138,ARENA-0184,RSI,0.8,14,20,Balanced,3.0,8.0,1.6863,5.6146,1.3821,2.0615,47.1698,53,3.3295,45.0197,FINALIST
139,ARENA-0187,RSI,0.8,14,30,Balanced,3.0,8.0,1.5587,5.6146,1.3821,2.0615,47.1698,53,3.602,45.0197,FINALIST
140,ARENA-0751,EMA200+RSI,0.8,14,20,Balanced,3.0,8.0,0.8341,5.6146,1.3821,2.0615,47.1698,53,6.7311,45.0197,FINALIST
141,ARENA-0754,EMA200+RSI,0.8,14,30,Balanced,3.0,8.0,0.7076,5.6146,1.3821,2.0615,47.1698,53,7.9345,45.0197,FINALIST
142,ARENA-0730,EMA200+RSI,0.8,7,10,Balanced,3.0,8.0,3.2023,5.375,1.3821,2.1338,46.0,50,1.6785,45.0019,FINALIST
143,ARENA-0193,RSI,1.0,7,20,Balanced,3.0,8.0,0.2342,5.1097,1.1468,2.1829,42.8571,42,21.821,44.9611,FINALIST
144,ARENA-0103,EMA200,0.8,14,20,Balanced,3.0,8.0,1.2595,6.7149,1.7034,1.8593,45.8333,72,5.3314,44.9068,FINALIST
145,ARENA-0106,EMA200,0.8,14,30,Balanced,3.0,8.0,1.1325,6.7149,1.7034,1.8593,45.8333,72,5.9295,44.9068,FINALIST
146,ARENA-0039,Original,1.0,10,10,Trend,4.0,10.0,2.7115,6.299,1.563,1.9153,46.6667,60,2.323,44.8522,FINALIST
147,ARENA-0235,RSI,1.2,14,10,Balanced,3.0,8.0,1.6442,5.0015,1.3537,2.2058,45.7143,35,3.0418,44.8515,FINALIST
148,ARENA-0802,EMA200+RSI,1.2,14,10,Balanced,3.0,8.0,0.5743,5.0015,1.3537,2.2058,45.7143,35,8.709,44.8515,FINALIST
149,ARENA-0105,EMA200,0.8,14,20,Trend,4.0,10.0,0.7929,6.8948,2.0452,1.873,45.8333,72,8.6954,44.7777,FINALIST
150,ARENA-0149,EMA200,1.2,10,20,Conservative,2.0,6.0,0.3749,5.1476,1.3053,2.1485,45.6522,46,13.7317,44.7645,FINALIST
151,ARENA-0175,RSI,0.8,10,20,Balanced,3.0,8.0,2.4369,5.591,1.3821,2.0457,45.098,51,2.2943,44.6387,FINALIST
152,ARENA-0178,RSI,0.8,10,30,Balanced,3.0,8.0,2.3084,5.591,1.3821,2.0457,45.098,51,2.422,44.6387,FINALIST
153,ARENA-0742,EMA200+RSI,0.8,10,20,Balanced,3.0,8.0,1.3366,5.591,1.3821,2.0457,45.098,51,4.1829,44.6387,FINALIST
154,ARENA-0745,EMA200+RSI,0.8,10,30,Balanced,3.0,8.0,1.2095,5.591,1.3821,2.0457,45.098,51,4.6225,44.6387,FINALIST
155,ARENA-0094,EMA200,0.8,10,20,Balanced,3.0,8.0,1.8161,6.691,1.7034,1.8496,44.2857,70,3.6843,44.6263,FINALIST
156,ARENA-0097,EMA200,0.8,10,30,Balanced,3.0,8.0,1.6884,6.691,1.7034,1.8496,44.2857,70,3.963,44.6263,FINALIST
157,ARENA-0166,RSI,0.8,7,20,Balanced,3.0,8.0,2.921,5.2592,1.3821,2.1114,46.0,50,1.8005,44.591,FINALIST
158,ARENA-0169,RSI,0.8,7,30,Balanced,3.0,8.0,2.7919,5.2592,1.3821,2.1114,46.0,50,1.8838,44.591,FINALIST
159,ARENA-0733,EMA200+RSI,0.8,7,20,Balanced,3.0,8.0,1.8155,5.2592,1.3821,2.1114,46.0,50,2.8969,44.591,FINALIST
160,ARENA-0736,EMA200+RSI,0.8,7,30,Balanced,3.0,8.0,1.6878,5.2592,1.3821,2.1114,46.0,50,3.1161,44.591,FINALIST
161,ARENA-0087,EMA200,0.8,7,20,Trend,4.0,10.0,1.2633,6.6829,2.0452,1.9099,44.9275,69,5.2898,44.5582,FINALIST
162,ARENA-0090,EMA200,0.8,7,30,Trend,4.0,10.0,1.1363,6.6829,2.0452,1.9099,44.9275,69,5.8812,44.5582,FINALIST
163,ARENA-0037,Original,1.0,10,10,Balanced,3.0,8.0,3.2647,6.0355,1.32,1.8841,46.6667,60,1.8488,44.5009,FINALIST
164,ARENA-0228,RSI,1.2,10,10,Trend,4.0,10.0,0.3522,5.1628,1.7134,2.2118,44.4444,36,14.659,44.4657,FINALIST
165,ARENA-0409,RelativeVolume,0.8,7,20,Balanced,3.0,8.0,2.3749,4.7793,1.2464,2.2055,42.8571,35,2.0124,44.3068,FINALIST
166,ARENA-0412,RelativeVolume,0.8,7,30,Balanced,3.0,8.0,2.3749,4.7793,1.2464,2.2055,42.8571,35,2.0124,44.3068,FINALIST
167,ARENA-0185,RSI,0.8,14,20,Conservative,2.0,6.0,1.8993,5.0196,1.1379,2.0674,47.1698,53,2.6429,44.3041,FINALIST
168,ARENA-0188,RSI,0.8,14,30,Conservative,2.0,6.0,1.7715,5.0196,1.1379,2.0674,47.1698,53,2.8336,44.3041,FINALIST
169,ARENA-0752,EMA200+RSI,0.8,14,20,Conservative,2.0,6.0,0.5982,5.0196,1.1379,2.0674,47.1698,53,8.3905,44.3041,FINALIST
170,ARENA-0755,EMA200+RSI,0.8,14,30,Conservative,2.0,6.0,0.472,5.0196,1.1379,2.0674,47.1698,53,10.6339,44.3041,FINALIST
171,ARENA-0064,Original,1.2,10,10,Balanced,3.0,8.0,2.3359,5.654,1.5264,1.9939,46.9388,49,2.4205,44.2815,FINALIST
172,ARENA-0060,Original,1.2,7,20,Trend,4.0,10.0,1.7785,6.2846,2.5723,2.1127,41.6667,48,3.5337,44.1359,FINALIST
173,ARENA-0226,RSI,1.2,10,10,Balanced,3.0,8.0,0.3989,4.8995,1.3537,2.1549,44.4444,36,12.2838,44.1134,FINALIST
174,ARENA-0085,EMA200,0.8,7,20,Balanced,3.0,8.0,2.3612,6.3133,1.7034,1.8705,44.9275,69,2.6738,44.1029,FINALIST
175,ARENA-0088,EMA200,0.8,7,30,Balanced,3.0,8.0,2.2328,6.3133,1.7034,1.8705,44.9275,69,2.8275,44.1029,FINALIST
176,ARENA-0155,EMA200,1.2,14,10,Conservative,2.0,6.0,1.0726,4.8853,1.3053,2.1147,46.6667,45,4.5545,44.0705,FINALIST
177,ARENA-0104,EMA200,0.8,14,20,Conservative,2.0,6.0,1.5279,5.9087,1.3114,1.8703,45.8333,72,3.8673,44.0684,FINALIST
178,ARENA-0107,EMA200,0.8,14,30,Conservative,2.0,6.0,1.4005,5.9087,1.3114,1.8703,45.8333,72,4.219,44.0684,FINALIST
