rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,train_return_percent,test_return_percent,test_drawdown_percent,test_profit_factor,test_win_rate,test_trade_count,robustness_ratio,score,status
520,ARENA-1166,EMA200+BXStyle,1.0,7,20,Conservative,2.0,6.0,2.183,3.5804,1.0065,2.4206,46.4286,28,1.6401,41.4466,REJECT
521,ARENA-1169,EMA200+BXStyle,1.0,7,30,Conservative,2.0,6.0,2.0252,3.5804,1.0065,2.4206,46.4286,28,1.7679,41.4466,REJECT
522,ARENA-0672,BXStyle,0.8,14,20,Trend,4.0,10.0,0.6889,4.169,1.3474,2.4251,51.8519,27,6.0519,41.0098,REJECT
523,ARENA-1158,EMA200+BXStyle,0.8,14,20,Trend,4.0,10.0,0.1362,4.169,1.3474,2.4251,51.8519,27,30.6209,41.0098,REJECT
524,ARENA-0489,LinearRegression,0.8,7,10,Trend,4.0,10.0,2.6899,4.1539,0.8991,2.4658,40.7407,27,1.5442,40.9814,REJECT
525,ARENA-0508,LinearRegression,0.8,14,20,Balanced,3.0,8.0,0.6618,3.321,0.7496,2.1278,44.8276,29,5.018,40.4407,REJECT
526,ARENA-0511,LinearRegression,0.8,14,30,Balanced,3.0,8.0,0.6618,3.321,0.7496,2.1278,44.8276,29,5.018,40.4407,REJECT
527,ARENA-0491,LinearRegression,0.8,7,20,Conservative,2.0,6.0,2.1216,3.6789,0.6776,2.4472,40.7407,27,1.734,40.3413,REJECT
528,ARENA-0494,LinearRegression,0.8,7,30,Conservative,2.0,6.0,2.1216,3.6789,0.6776,2.4472,40.7407,27,1.734,40.3413,REJECT
529,ARENA-0718,BXStyle,1.2,10,30,Balanced,3.0,8.0,1.9484,4.6714,0.8532,2.7986,50.0,24,2.3975,40.191,REJECT
530,ARENA-1204,EMA200+BXStyle,1.2,10,30,Balanced,3.0,8.0,1.0458,4.6714,0.8532,2.7986,50.0,24,4.4667,40.191,REJECT
531,ARENA-0501,LinearRegression,0.8,10,20,Trend,4.0,10.0,0.8899,4.1766,0.8991,2.3422,40.7407,27,4.6931,40.132,REJECT
532,ARENA-0504,LinearRegression,0.8,10,30,Trend,4.0,10.0,0.8899,4.1766,0.8991,2.3422,40.7407,27,4.6931,40.132,REJECT
533,ARENA-0490,LinearRegression,0.8,7,20,Balanced,3.0,8.0,2.185,3.7761,0.7727,2.4108,40.7407,27,1.7282,40.1042,REJECT
534,ARENA-0493,LinearRegression,0.8,7,30,Balanced,3.0,8.0,2.185,3.7761,0.7727,2.4108,40.7407,27,1.7282,40.1042,REJECT
535,ARENA-1154,EMA200+BXStyle,0.8,14,10,Conservative,2.0,6.0,2.1444,3.2451,1.005,2.452,51.8519,27,1.5133,40.0792,REJECT
536,ARENA-0505,LinearRegression,0.8,14,10,Balanced,3.0,8.0,2.0996,3.2284,0.7496,2.0965,44.8276,29,1.5376,40.0195,REJECT
537,ARENA-0507,LinearRegression,0.8,14,10,Trend,4.0,10.0,1.7375,3.3784,0.8991,2.0891,44.8276,29,1.9444,39.9995,REJECT
538,ARENA-1205,EMA200+BXStyle,1.2,10,30,Conservative,2.0,6.0,2.1614,4.0786,0.8771,2.9146,50.0,24,1.887,39.9511,REJECT
539,ARENA-0717,BXStyle,1.2,10,20,Trend,4.0,10.0,3.0701,5.0435,1.0026,2.6805,50.0,24,1.6428,39.8211,REJECT
540,ARENA-1203,EMA200+BXStyle,1.2,10,20,Trend,4.0,10.0,1.7228,5.0435,1.0026,2.6805,50.0,24,2.9275,39.8211,REJECT
541,ARENA-0727,BXStyle,1.2,14,30,Balanced,3.0,8.0,2.4318,4.7732,0.8532,2.9071,52.1739,23,1.9628,39.5041,REJECT
542,ARENA-1213,EMA200+BXStyle,1.2,14,30,Balanced,3.0,8.0,1.5486,4.7732,0.8532,2.9071,52.1739,23,3.0823,39.5041,REJECT
543,ARENA-1214,EMA200+BXStyle,1.2,14,30,Conservative,2.0,6.0,2.69,4.1799,0.8727,3.0532,52.1739,23,1.5538,39.4644,REJECT
544,ARENA-0692,BXStyle,1.0,10,30,Conservative,2.0,6.0,3.2223,3.7959,1.0065,2.5019,46.4286,28,1.178,39.451,REJECT
545,ARENA-1181,EMA200+BXStyle,1.0,14,10,Conservative,2.0,6.0,1.9854,3.0528,1.0788,2.1206,44.8276,29,1.5376,39.3101,REJECT
546,ARENA-1172,EMA200+BXStyle,1.0,10,10,Conservative,2.0,6.0,1.793,3.1274,1.0065,2.2422,46.4286,28,1.7442,39.2686,REJECT
547,ARENA-0715,BXStyle,1.2,10,20,Balanced,3.0,8.0,2.5094,4.4,0.8532,2.6977,50.0,24,1.7534,39.1106,REJECT
548,ARENA-1201,EMA200+BXStyle,1.2,10,20,Balanced,3.0,8.0,1.1695,4.4,0.8532,2.6977,50.0,24,3.7625,39.1106,REJECT
549,ARENA-0509,LinearRegression,0.8,14,20,Conservative,2.0,6.0,0.8554,2.9108,0.6959,2.0372,44.8276,29,3.4029,39.038,REJECT
550,ARENA-0512,LinearRegression,0.8,14,30,Conservative,2.0,6.0,0.8554,2.9108,0.6959,2.0372,44.8276,29,3.4029,39.038,REJECT
551,ARENA-1212,EMA200+BXStyle,1.2,14,20,Trend,4.0,10.0,2.229,5.1457,1.0026,2.7699,52.1739,23,2.3086,39.0336,REJECT
552,ARENA-0689,BXStyle,1.0,10,20,Conservative,2.0,6.0,3.3819,3.7959,1.0065,2.5019,46.4286,28,1.1224,38.9322,REJECT
553,ARENA-0726,BXStyle,1.2,14,20,Trend,4.0,10.0,3.5588,5.1457,1.0026,2.7699,52.1739,23,1.4459,38.619,REJECT
554,ARENA-0724,BXStyle,1.2,14,20,Balanced,3.0,8.0,2.9954,4.5016,0.8532,2.8021,52.1739,23,1.5028,38.444,REJECT
555,ARENA-1210,EMA200+BXStyle,1.2,14,20,Balanced,3.0,8.0,1.6728,4.5016,0.8532,2.8021,52.1739,23,2.691,38.444,REJECT
556,ARENA-0506,LinearRegression,0.8,14,10,Conservative,2.0,6.0,2.1421,2.977,0.6959,2.0601,44.8276,29,1.3898,38.2772,REJECT
557,ARENA-0720,BXStyle,1.2,10,30,Trend,4.0,10.0,2.5061,4.5784,1.0026,2.5263,50.0,24,1.8269,38.0904,REJECT
558,ARENA-1206,EMA200+BXStyle,1.2,10,30,Trend,4.0,10.0,1.5985,4.5784,1.0026,2.5263,50.0,24,2.8641,38.0904,REJECT
559,ARENA-0683,BXStyle,1.0,7,30,Conservative,2.0,6.0,3.1654,3.5804,1.0065,2.4206,46.4286,28,1.1311,38.0036,REJECT
560,ARENA-1139,EMA200+BXStyle,0.8,7,20,Conservative,2.0,6.0,1.7594,2.9557,1.005,2.2815,48.1481,27,1.68,37.9974,REJECT
561,ARENA-1142,EMA200+BXStyle,0.8,7,30,Conservative,2.0,6.0,1.7594,2.9557,1.005,2.2815,48.1481,27,1.68,37.9974,REJECT
562,ARENA-1202,EMA200+BXStyle,1.2,10,20,Conservative,2.0,6.0,2.1614,3.6347,0.8771,2.7124,50.0,24,1.6816,37.9469,REJECT
563,ARENA-0694,BXStyle,1.0,14,10,Balanced,3.0,8.0,0.4839,3.0274,1.0915,1.9478,44.8276,29,6.2559,37.9031,REJECT
564,ARENA-0499,LinearRegression,0.8,10,20,Balanced,3.0,8.0,1.2624,3.4115,0.7496,2.1578,40.7407,27,2.7023,37.6632,REJECT
565,ARENA-0502,LinearRegression,0.8,10,30,Balanced,3.0,8.0,1.2624,3.4115,0.7496,2.1578,40.7407,27,2.7023,37.6632,REJECT
566,ARENA-0487,LinearRegression,0.8,7,10,Balanced,3.0,8.0,3.6446,4.0028,0.7727,2.495,40.7407,27,1.0983,37.5031,REJECT
567,ARENA-0330,ADX,0.8,7,20,Trend,4.0,10.0,1.2959,4.0212,1.1357,2.2476,42.3077,26,3.1031,37.4975,REJECT
568,ARENA-0333,ADX,0.8,7,30,Trend,4.0,10.0,1.2959,4.0212,1.1357,2.2476,42.3077,26,3.1031,37.4975,REJECT
569,ARENA-0680,BXStyle,1.0,7,20,Conservative,2.0,6.0,3.3249,3.5804,1.0065,2.4206,46.4286,28,1.0768,37.4971,REJECT
570,ARENA-1163,EMA200+BXStyle,1.0,7,10,Conservative,2.0,6.0,2.0674,2.9132,1.0065,2.1607,46.4286,28,1.4091,37.4122,REJECT
571,ARENA-0729,BXStyle,1.2,14,30,Trend,4.0,10.0,2.9921,4.6801,1.0026,2.6107,52.1739,23,1.5641,37.3431,REJECT
572,ARENA-1215,EMA200+BXStyle,1.2,14,30,Trend,4.0,10.0,2.104,4.6801,1.0026,2.6107,52.1739,23,2.2243,37.3431,REJECT
573,ARENA-0719,BXStyle,1.2,10,30,Conservative,2.0,6.0,3.5441,4.0786,0.8771,2.9146,50.0,24,1.1508,37.1577,REJECT
574,ARENA-0339,ADX,0.8,10,20,Trend,4.0,10.0,1.5456,3.7496,1.1357,2.0781,40.7407,27,2.426,37.0897,REJECT
575,ARENA-0342,ADX,0.8,10,30,Trend,4.0,10.0,1.5456,3.7496,1.1357,2.0781,40.7407,27,2.426,37.0897,REJECT
576,ARENA-0698,BXStyle,1.0,14,20,Conservative,2.0,6.0,3.3707,3.5073,1.0788,2.2855,44.8276,29,1.0405,37.0218,REJECT
577,ARENA-0701,BXStyle,1.0,14,30,Conservative,2.0,6.0,3.3707,3.5073,1.0788,2.2855,44.8276,29,1.0405,37.0218,REJECT
578,ARENA-1211,EMA200+BXStyle,1.2,14,20,Conservative,2.0,6.0,2.69,3.7355,0.8727,2.8413,52.1739,23,1.3886,36.6294,REJECT
579,ARENA-0348,ADX,0.8,14,20,Trend,4.0,10.0,1.1509,3.1487,1.1357,1.9233,42.8571,28,2.7358,36.3831,REJECT
580,ARENA-0351,ADX,0.8,14,30,Trend,4.0,10.0,1.1509,3.1487,1.1357,1.9233,42.8571,28,2.7358,36.3831,REJECT
581,ARENA-0685,BXStyle,1.0,10,10,Balanced,3.0,8.0,1.3609,2.7963,1.0192,1.9396,46.4286,28,2.0547,36.3706,REJECT
582,ARENA-1171,EMA200+BXStyle,1.0,10,10,Balanced,3.0,8.0,0.6603,2.7963,1.0192,1.9396,46.4286,28,4.2351,36.3706,REJECT
583,ARENA-0488,LinearRegression,0.8,7,10,Conservative,2.0,6.0,3.4245,3.6591,0.6776,2.4393,40.7407,27,1.0685,36.3654,REJECT
584,ARENA-1199,EMA200+BXStyle,1.2,10,10,Conservative,2.0,6.0,1.4819,3.2193,0.8771,2.5193,50.0,24,2.1724,36.0464,REJECT
585,ARENA-0668,BXStyle,0.8,14,10,Conservative,2.0,6.0,3.0896,3.2451,1.005,2.452,51.8519,27,1.0503,36.0322,REJECT
586,ARENA-0728,BXStyle,1.2,14,30,Conservative,2.0,6.0,4.0556,4.1799,0.8727,3.0532,52.1739,23,1.0306,35.8659,REJECT
587,ARENA-0686,BXStyle,1.0,10,10,Conservative,2.0,6.0,2.7806,3.1274,1.0065,2.2422,46.4286,28,1.1247,35.7658,REJECT
588,ARENA-0696,BXStyle,1.0,14,10,Trend,4.0,10.0,0.3228,2.6616,1.0915,1.7445,44.8276,29,8.2449,35.6234,REJECT
589,ARENA-0676,BXStyle,1.0,7,10,Balanced,3.0,8.0,1.2695,2.5828,1.0192,1.8708,46.4286,28,2.0344,35.4582,REJECT
590,ARENA-1162,EMA200+BXStyle,1.0,7,10,Balanced,3.0,8.0,0.6293,2.5828,1.0192,1.8708,46.4286,28,4.1042,35.4582,REJECT
591,ARENA-1148,EMA200+BXStyle,0.8,10,20,Conservative,2.0,6.0,1.3623,2.7291,1.005,2.1754,46.1538,26,2.0033,35.289,REJECT
592,ARENA-1151,EMA200+BXStyle,0.8,10,30,Conservative,2.0,6.0,1.3623,2.7291,1.005,2.1754,46.1538,26,2.0033,35.289,REJECT
593,ARENA-0666,BXStyle,0.8,10,30,Trend,4.0,10.0,1.5305,3.2936,1.3474,2.097,46.1538,26,2.152,35.2047,REJECT
594,ARENA-1152,EMA200+BXStyle,0.8,10,30,Trend,4.0,10.0,0.7752,3.2936,1.3474,2.097,46.1538,26,4.2485,35.2047,REJECT
595,ARENA-0695,BXStyle,1.0,14,10,Conservative,2.0,6.0,2.8684,3.0528,1.0788,2.1206,44.8276,29,1.0643,35.0983,REJECT
596,ARENA-0345,ADX,0.8,14,10,Trend,4.0,10.0,1.8832,2.8271,1.1357,1.8299,42.8571,28,1.5012,35.0853,REJECT
597,ARENA-0661,BXStyle,0.8,10,20,Balanced,3.0,8.0,1.8412,2.9941,1.1985,2.1128,46.1538,26,1.6261,35.0208,REJECT
598,ARENA-0664,BXStyle,0.8,10,30,Balanced,3.0,8.0,1.8412,2.9941,1.1985,2.1128,46.1538,26,1.6261,35.0208,REJECT
599,ARENA-1147,EMA200+BXStyle,0.8,10,20,Balanced,3.0,8.0,1.0837,2.9941,1.1985,2.1128,46.1538,26,2.7629,35.0208,REJECT
600,ARENA-1150,EMA200+BXStyle,0.8,10,30,Balanced,3.0,8.0,1.0837,2.9941,1.1985,2.1128,46.1538,26,2.7629,35.0208,REJECT
601,ARENA-0344,ADX,0.8,14,10,Conservative,2.0,6.0,1.5533,2.5141,0.9017,1.8307,42.8571,28,1.6185,34.8892,REJECT
602,ARENA-1196,EMA200+BXStyle,1.2,7,30,Conservative,2.0,6.0,1.8392,3.6877,0.8771,3.0293,47.619,21,2.005,34.8858,REJECT
603,ARENA-0500,LinearRegression,0.8,10,20,Conservative,2.0,6.0,1.485,2.6021,0.6959,1.929,40.7407,27,1.7523,34.6431,REJECT
604,ARENA-0503,LinearRegression,0.8,10,30,Conservative,2.0,6.0,1.485,2.6021,0.6959,1.929,40.7407,27,1.7523,34.6431,REJECT
605,ARENA-1153,EMA200+BXStyle,0.8,14,10,Balanced,3.0,8.0,2.3803,2.952,1.1985,2.1373,51.8519,27,1.2402,34.6426,REJECT
606,ARENA-0663,BXStyle,0.8,10,20,Trend,4.0,10.0,1.5305,3.1093,1.3474,2.037,46.1538,26,2.0316,34.4688,REJECT
607,ARENA-1149,EMA200+BXStyle,0.8,10,20,Trend,4.0,10.0,0.7752,3.1093,1.3474,2.037,46.1538,26,4.0108,34.4688,REJECT
608,ARENA-1208,EMA200+BXStyle,1.2,14,10,Conservative,2.0,6.0,2.4594,3.3197,0.8727,2.639,52.1739,23,1.3498,34.4537,REJECT
609,ARENA-0347,ADX,0.8,14,20,Conservative,2.0,6.0,1.1073,2.3731,0.9017,1.7859,42.8571,28,2.1432,34.292,REJECT
610,ARENA-0350,ADX,0.8,14,30,Conservative,2.0,6.0,1.1073,2.3731,0.9017,1.7859,42.8571,28,2.1432,34.292,REJECT
611,ARENA-0712,BXStyle,1.2,10,10,Balanced,3.0,8.0,1.3971,3.2071,0.8771,2.2459,50.0,24,2.2955,34.2771,REJECT
612,ARENA-1198,EMA200+BXStyle,1.2,10,10,Balanced,3.0,8.0,0.2943,3.2071,0.8771,2.2459,50.0,24,10.8964,34.2771,REJECT
613,ARENA-0687,BXStyle,1.0,10,10,Trend,4.0,10.0,1.251,2.3983,1.0192,1.7151,46.4286,28,1.9171,33.9518,REJECT
614,ARENA-1173,EMA200+BXStyle,1.0,10,10,Trend,4.0,10.0,0.5511,2.3983,1.0192,1.7151,46.4286,28,4.3515,33.9518,REJECT
615,ARENA-0498,LinearRegression,0.8,10,10,Trend,4.0,10.0,2.3445,3.0762,0.8991,1.9934,40.7407,27,1.3121,33.9495,REJECT
616,ARENA-0653,BXStyle,0.8,7,20,Conservative,2.0,6.0,2.8227,2.9557,1.005,2.2815,48.1481,27,1.0471,33.9213,REJECT
617,ARENA-0656,BXStyle,0.8,7,30,Conservative,2.0,6.0,2.8227,2.9557,1.005,2.2815,48.1481,27,1.0471,33.9213,REJECT
618,ARENA-0346,ADX,0.8,14,20,Balanced,3.0,8.0,1.3954,2.4853,1.0304,1.721,42.8571,28,1.7811,33.8066,REJECT
619,ARENA-0349,ADX,0.8,14,30,Balanced,3.0,8.0,1.3954,2.4853,1.0304,1.721,42.8571,28,1.7811,33.8066,REJECT
620,ARENA-0327,ADX,0.8,7,10,Trend,4.0,10.0,1.8992,3.0597,1.1357,1.9541,42.3077,26,1.611,33.7961,REJECT
621,ARENA-1207,EMA200+BXStyle,1.2,14,10,Balanced,3.0,8.0,1.2404,3.3075,0.8532,2.3329,52.1739,23,2.6665,33.7352,REJECT
622,ARENA-0716,BXStyle,1.2,10,20,Conservative,2.0,6.0,3.7425,3.6347,0.8771,2.7124,50.0,24,0.9712,33.7164,REJECT
623,ARENA-0371,ADX,1.0,14,10,Conservative,2.0,6.0,0.3458,3.6848,0.7039,2.5016,45.4545,22,10.656,33.5107,REJECT
624,ARENA-0337,ADX,0.8,10,20,Balanced,3.0,8.0,1.791,2.7776,1.0304,1.7916,40.7407,27,1.5509,33.4429,REJECT
625,ARENA-0340,ADX,0.8,10,30,Balanced,3.0,8.0,1.791,2.7776,1.0304,1.7916,40.7407,27,1.5509,33.4429,REJECT
626,ARENA-0721,BXStyle,1.2,14,10,Balanced,3.0,8.0,2.2778,3.3075,0.8532,2.3329,52.1739,23,1.452,33.3674,REJECT
627,ARENA-0677,BXStyle,1.0,7,10,Conservative,2.0,6.0,2.9964,2.9132,1.0065,2.1607,46.4286,28,0.9722,33.3344,REJECT
628,ARENA-0713,BXStyle,1.2,10,10,Conservative,2.0,6.0,2.8248,3.2193,0.8771,2.5193,50.0,24,1.1397,33.1637,REJECT
629,ARENA-0678,BXStyle,1.0,7,10,Trend,4.0,10.0,1.1598,2.1856,1.0192,1.6542,46.4286,28,1.8845,33.0998,REJECT
630,ARENA-1164,EMA200+BXStyle,1.0,7,10,Trend,4.0,10.0,0.5202,2.1856,1.0192,1.6542,46.4286,28,4.2013,33.0998,REJECT
631,ARENA-0328,ADX,0.8,7,20,Balanced,3.0,8.0,2.1686,3.0467,1.0304,1.935,42.3077,26,1.4049,32.9772,REJECT
632,ARENA-0331,ADX,0.8,7,30,Balanced,3.0,8.0,2.1686,3.0467,1.0304,1.935,42.3077,26,1.4049,32.9772,REJECT
633,ARENA-1193,EMA200+BXStyle,1.2,7,20,Conservative,2.0,6.0,1.8392,3.2454,0.8771,2.7921,47.619,21,1.7645,32.9381,REJECT
634,ARENA-0637,SmoothedHeikenAshi,1.2,10,30,Balanced,3.0,8.0,1.7632,2.9897,1.1805,2.0009,44.0,25,1.6956,32.7674,REJECT
635,ARENA-1136,EMA200+BXStyle,0.8,7,10,Conservative,2.0,6.0,3.2273,2.9557,1.005,2.2815,48.1481,27,0.9158,32.74,REJECT
636,ARENA-0725,BXStyle,1.2,14,20,Conservative,2.0,6.0,4.255,3.7355,0.8727,2.8413,52.1739,23,0.8779,32.7139,REJECT
637,ARENA-0710,BXStyle,1.2,7,30,Conservative,2.0,6.0,3.2176,3.6877,0.8771,3.0293,47.619,21,1.1461,32.4086,REJECT
638,ARENA-0353,ADX,1.0,7,10,Conservative,2.0,6.0,0.1369,3.6166,0.7039,2.5624,47.619,21,26.4131,32.3835,REJECT
639,ARENA-0516,LinearRegression,1.0,7,10,Trend,4.0,10.0,0.2129,3.0499,0.9293,2.1569,37.5,24,14.3277,32.383,REJECT
640,ARENA-0518,LinearRegression,1.0,7,20,Conservative,2.0,6.0,1.2703,2.7187,0.8039,2.2089,37.5,24,2.1402,32.3616,REJECT
641,ARENA-0521,LinearRegression,1.0,7,30,Conservative,2.0,6.0,1.114,2.7187,0.8039,2.2089,37.5,24,2.4406,32.3616,REJECT
642,ARENA-0938,EMA200+RelativeVolume,1.0,14,10,Conservative,2.0,6.0,0.2758,1.8775,0.826,1.5381,37.931,29,6.8086,32.2942,REJECT
643,ARENA-0667,BXStyle,0.8,14,10,Balanced,3.0,8.0,3.0255,2.952,1.1985,2.1373,51.8519,27,0.9757,32.2625,REJECT
644,ARENA-0329,ADX,0.8,7,20,Conservative,2.0,6.0,1.7728,2.5353,0.9017,1.8995,42.3077,26,1.4301,32.2575,REJECT
645,ARENA-0332,ADX,0.8,7,30,Conservative,2.0,6.0,1.7728,2.5353,0.9017,1.8995,42.3077,26,1.4301,32.2575,REJECT
646,ARENA-0654,BXStyle,0.8,7,20,Trend,4.0,10.0,1.4346,2.1998,1.3474,1.7445,48.1481,27,1.5334,32.2315,REJECT
647,ARENA-0657,BXStyle,0.8,7,30,Trend,4.0,10.0,1.4346,2.1998,1.3474,1.7445,48.1481,27,1.5334,32.2315,REJECT
648,ARENA-1140,EMA200+BXStyle,0.8,7,20,Trend,4.0,10.0,0.6801,2.1998,1.3474,1.7445,48.1481,27,3.2347,32.2315,REJECT
649,ARENA-1143,EMA200+BXStyle,0.8,7,30,Trend,4.0,10.0,0.6801,2.1998,1.3474,1.7445,48.1481,27,3.2347,32.2315,REJECT
650,ARENA-0514,LinearRegression,1.0,7,10,Balanced,3.0,8.0,0.2513,2.9004,0.9293,2.1695,37.5,24,11.5422,32.2246,REJECT
651,ARENA-0338,ADX,0.8,10,20,Conservative,2.0,6.0,1.5296,2.2676,0.9017,1.7392,40.7407,27,1.4824,32.1924,REJECT
652,ARENA-0341,ADX,0.8,10,30,Conservative,2.0,6.0,1.5296,2.2676,0.9017,1.7392,40.7407,27,1.4824,32.1924,REJECT
653,ARENA-0515,LinearRegression,1.0,7,10,Conservative,2.0,6.0,1.5103,2.6842,0.8637,2.1947,37.5,24,1.7773,32.1318,REJECT
654,ARENA-0662,BXStyle,0.8,10,20,Conservative,2.0,6.0,2.4215,2.7291,1.005,2.1754,46.1538,26,1.127,32.0566,REJECT
655,ARENA-0665,BXStyle,0.8,10,30,Conservative,2.0,6.0,2.4215,2.7291,1.005,2.1754,46.1538,26,1.127,32.0566,REJECT
656,ARENA-1138,EMA200+BXStyle,0.8,7,20,Balanced,3.0,8.0,1.6127,2.2055,1.1985,1.8316,48.1481,27,1.3676,31.9111,REJECT
657,ARENA-1141,EMA200+BXStyle,0.8,7,30,Balanced,3.0,8.0,1.6127,2.2055,1.1985,1.8316,48.1481,27,1.3676,31.9111,REJECT
658,ARENA-0496,LinearRegression,0.8,10,10,Balanced,3.0,8.0,2.7088,2.9267,0.7496,1.9958,40.7407,27,1.0804,31.8474,REJECT
659,ARENA-1155,EMA200+BXStyle,0.8,14,10,Trend,4.0,10.0,2.2219,2.642,1.3474,1.9127,51.8519,27,1.189,31.7728,REJECT
660,ARENA-0393,ADX,1.2,10,20,Trend,4.0,10.0,0.637,4.4531,1.2399,2.8606,52.6316,19,6.9906,31.5932,REJECT
661,ARENA-0396,ADX,1.2,10,30,Trend,4.0,10.0,0.3218,4.4531,1.2399,2.8606,52.6316,19,13.8368,31.5932,REJECT
662,ARENA-0402,ADX,1.2,14,20,Trend,4.0,10.0,0.7351,4.4531,1.2399,2.8606,52.6316,19,6.0574,31.5932,REJECT
663,ARENA-0405,ADX,1.2,14,30,Trend,4.0,10.0,0.4197,4.4531,1.2399,2.8606,52.6316,19,10.6114,31.5932,REJECT
664,ARENA-0714,BXStyle,1.2,10,10,Trend,4.0,10.0,1.35,2.7772,1.0026,1.9391,50.0,24,2.0572,31.45,REJECT
665,ARENA-1200,EMA200+BXStyle,1.2,10,10,Trend,4.0,10.0,0.2477,2.7772,1.0026,1.9391,50.0,24,11.2115,31.45,REJECT
666,ARENA-0326,ADX,0.8,7,10,Conservative,2.0,6.0,2.0915,2.6523,0.9017,1.9388,42.3077,26,1.2681,31.329,REJECT
667,ARENA-0374,ADX,1.0,14,20,Conservative,2.0,6.0,0.1036,3.0921,0.7039,2.2687,45.4545,22,29.8374,31.2751,REJECT
668,ARENA-0377,ADX,1.0,14,30,Conservative,2.0,6.0,0.1036,3.0921,0.7039,2.2687,45.4545,22,29.8374,31.2751,REJECT
669,ARENA-0336,ADX,0.8,10,10,Trend,4.0,10.0,2.2807,2.7905,1.1357,1.8068,40.7407,27,1.2235,30.9212,REJECT
670,ARENA-0722,BXStyle,1.2,14,10,Conservative,2.0,6.0,3.7384,3.3197,0.8727,2.639,52.1739,23,0.888,30.9134,REJECT
671,ARENA-1209,EMA200+BXStyle,1.2,14,10,Trend,4.0,10.0,1.1933,2.8772,1.0026,2.0039,52.1739,23,2.4111,30.857,REJECT
672,ARENA-0629,SmoothedHeikenAshi,1.2,7,30,Conservative,2.0,6.0,2.7923,3.2493,1.1294,2.4605,43.4783,23,1.1637,30.8132,REJECT
673,ARENA-0389,ADX,1.2,10,10,Conservative,2.0,6.0,0.3948,3.4142,0.7039,2.847,52.6316,19,8.6473,30.8024,REJECT
674,ARENA-0398,ADX,1.2,14,10,Conservative,2.0,6.0,0.9767,3.4142,0.7039,2.847,52.6316,19,3.4958,30.8024,REJECT
675,ARENA-1190,EMA200+BXStyle,1.2,7,10,Conservative,2.0,6.0,1.1619,2.7423,0.8771,2.5182,47.619,21,2.3602,30.6997,REJECT
676,ARENA-0650,BXStyle,0.8,7,10,Conservative,2.0,6.0,4.3871,2.9557,1.005,2.2815,48.1481,27,0.6737,30.5609,REJECT
677,ARENA-0343,ADX,0.8,14,10,Balanced,3.0,8.0,2.1294,2.4686,1.0304,1.7156,42.8571,28,1.1593,30.5547,REJECT
678,ARENA-0474,RelativeVolume,1.2,10,20,Trend,4.0,10.0,0.184,3.2241,1.187,2.0326,39.1304,23,17.5235,30.3179,REJECT
679,ARENA-0533,LinearRegression,1.0,14,10,Conservative,2.0,6.0,1.0198,2.4872,0.6692,1.9474,33.3333,24,2.439,30.1726,REJECT
680,ARENA-0335,ADX,0.8,10,10,Conservative,2.0,6.0,1.9775,2.3842,0.9017,1.7753,40.7407,27,1.2057,30.1713,REJECT
681,ARENA-0392,ADX,1.2,10,20,Conservative,2.0,6.0,1.0259,3.137,0.7039,2.7026,52.6316,19,3.0578,29.72,REJECT
682,ARENA-0395,ADX,1.2,10,30,Conservative,2.0,6.0,0.8327,3.137,0.7039,2.7026,52.6316,19,3.7672,29.72,REJECT
683,ARENA-0401,ADX,1.2,14,20,Conservative,2.0,6.0,1.1444,3.137,0.7039,2.7026,52.6316,19,2.7412,29.72,REJECT
684,ARENA-0404,ADX,1.2,14,30,Conservative,2.0,6.0,0.951,3.137,0.7039,2.7026,52.6316,19,3.2987,29.72,REJECT
685,ARENA-0527,LinearRegression,1.0,10,20,Conservative,2.0,6.0,1.2886,2.529,0.6692,2.0453,34.7826,23,1.9627,29.6913,REJECT
686,ARENA-0530,LinearRegression,1.0,10,30,Conservative,2.0,6.0,1.1322,2.529,0.6692,2.0453,34.7826,23,2.2337,29.6913,REJECT
687,ARENA-0646,SmoothedHeikenAshi,1.2,14,30,Balanced,3.0,8.0,2.6022,3.0898,1.1805,2.0674,45.8333,24,1.1874,29.688,REJECT
688,ARENA-0524,LinearRegression,1.0,10,10,Conservative,2.0,6.0,1.5286,2.4946,0.7292,2.0321,34.7826,23,1.6319,29.4768,REJECT
689,ARENA-0536,LinearRegression,1.0,14,20,Conservative,2.0,6.0,0.684,2.3105,0.6692,1.8819,33.3333,24,3.378,29.4703,REJECT
690,ARENA-0539,LinearRegression,1.0,14,30,Conservative,2.0,6.0,0.684,2.3105,0.6692,1.8819,33.3333,24,3.378,29.4703,REJECT
691,ARENA-0497,LinearRegression,0.8,10,10,Conservative,2.0,6.0,2.7797,2.5825,0.6959,1.9219,40.7407,27,0.9291,29.4184,REJECT
692,ARENA-0669,BXStyle,0.8,14,10,Trend,4.0,10.0,2.8661,2.642,1.3474,1.9127,51.8519,27,0.9218,29.3677,REJECT
693,ARENA-0391,ADX,1.2,10,20,Balanced,3.0,8.0,0.3862,3.5837,0.9045,2.5418,52.6316,19,9.2786,29.2487,REJECT
694,ARENA-0394,ADX,1.2,10,30,Balanced,3.0,8.0,0.0718,3.5837,0.9045,2.5418,52.6316,19,49.8879,29.2487,REJECT
